campaign		imperial_campaign
playable
	romans_julii;			<--------- Fabia gens
faction_agression	rebel_slave,				0		slave
faction_agression	slave,						0		rebel_slave
faction_agression	romans_julii,				1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	romans_brutii,				1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	romans_scipii,				1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	romans_senate,				1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	macedon,					1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	egypt,						1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	seleucid,					1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	carthage,					1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	carthage_barcid,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	carthage_hannonid,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	carthage_magonid,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	parthia,					1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	pontus,						1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	gauls,						1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	germans,					1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	britons,					1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	armenia,					1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	dacia,						1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	greek_cities,				1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	numidia,					1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	scythia,					1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	spain,						1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	thrace,						1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	hellenic_faction_01,		1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	hellenic_faction_02,		1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	hellenic_faction_03,		1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	hellenic_faction_04,		1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	hellenic_faction_05,		1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	hellenic_faction_06,		1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	hellenic_faction_07,		1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	hellenic_faction_08,		1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	hellenic_faction_09,		1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	hellenic_faction_10,		1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	hellenic_faction_11,		1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	hellenic_faction_12,		1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	hellenic_faction_13,		1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	hellenic_faction_14,		1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	hellenic_faction_15,		1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	hellenic_faction_16,		1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	hellenic_faction_17,		1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	hellenic_faction_18,		1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	latin_faction_01,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	latin_faction_02,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	latin_faction_03,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	latin_faction_04,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	latin_faction_05,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	gallic_faction_01,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	gallic_faction_02,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	gallic_faction_03,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	gallic_faction_04,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	gallic_faction_05,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	gallic_faction_06,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	gallic_faction_07,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	gallic_faction_08,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	gallic_faction_09,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	gallic_faction_10,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	gallic_faction_11,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	gallic_faction_12,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	gallic_faction_13,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	gallic_faction_14,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	gallic_faction_15,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	gallic_faction_16,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	gallic_faction_17,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	gallic_faction_18,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	desert_faction_01,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	desert_faction_02,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	desert_faction_03,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	desert_faction_04,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	desert_faction_05,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	desert_faction_06,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_agression	desert_faction_07,			1000		slave, rebel_slave, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
